Source_Aggregator,Transaction_ID,User_ID,Transaction_Date,Service_Provider,Amount,Status,Access_Source,Is_Retry,Retry_Count,Original_Transaction_ID
BCT,BCT2505054C6B46,user_02668,5/5/2025 0:00,eko-electric,50000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-967862F6,user_02663,5/5/2025 0:00,abuja-electric,1500,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250505-E877D03E,user_01495,5/5/2025 0:00,ikeja-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250505-BF09831D,user_04452,5/5/2025 0:00,enugu-electric,7500,COMPLETED,api,No,0,
PPA,PPA-20250505-172A27D8,user_02053,5/5/2025 0:00,eko-electric,2000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250505EAC469,user_02303,5/5/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-2D46CC3B,user_03347,5/5/2025 0:00,ikeja-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250505-D9E093E8,user_02425,5/5/2025 0:00,kaduna-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250505771EF9,user_04467,5/5/2025 0:00,eko-electric,10000,SUCCESS,browser,No,0,
PPA,PPA-20250505-DA51D09E,user_03715,5/5/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250505-73BD4F50,user_01826,5/5/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-A1BD572B,user_03033,5/5/2025 0:00,abuja-electric,67000,SUCCESSFUL,browser,No,0,
EPA,EPA20250505000000BDF6,user_04041,5/5/2025 0:00,portharcourt-electric,2000,DECLINED,mobile_app,No,0,
BCT,BCT2505055D74AA,user_02593,5/5/2025 0:00,jos-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT250505028AD2,user_01031,5/5/2025 0:00,abuja-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250505-EC13A758,user_04340,5/5/2025 0:00,enugu-electric,68000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-45BC169A,user_00442,5/5/2025 0:00,eko-electric,61000,COMPLETED,mobile_app,No,0,
EPA,EPA202505050000005CB8,user_00373,5/5/2025 0:00,ikeja-electric,1000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250505BB09A6,user_02752,5/5/2025 0:00,ibadan-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-DB4874C2,user_03458,5/5/2025 0:00,abuja-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT250505AAABD3,user_00502,5/5/2025 0:00,eko-electric,120074,COMPLETED,mobile_app,No,0,
PPA,PPA-20250505-7471776C,user_01383,5/5/2025 0:00,kaduna-electric,3456,SUCCESSFUL,browser,No,0,
EPA,EPA20250505000000DDC3,user_03377,5/5/2025 0:00,benin-electric,5000,COMPLETED,mobile_app,No,0,
BCT,BCT2505050565E8,user_02136,5/5/2025 0:00,portharcourt-electric,1250,COMPLETED,mobile_app,No,0,
BCT,BCT250505DFEAD4,user_04052,5/5/2025 0:00,ikeja-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2505056DD9F7,user_02003,5/5/2025 0:00,aba-electric,5000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250505-28C0B3F5,user_00658,5/5/2025 0:00,ibadan-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250505-CA29988D,user_03778,5/5/2025 0:00,abuja-electric,15000,COMPLETED,browser,No,0,
BCT,BCT250505C154EC,user_01982,5/5/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-B951522C,user_02878,5/5/2025 0:00,benin-electric,5000,SUCCESS,api,No,0,
PPA,PPA-20250505-56040274,user_00562,5/5/2025 0:00,eko-electric,49000,SUCCESS,mobile_app,No,0,
BCT,BCT250505D8D422,user_03603,5/5/2025 0:00,ibadan-electric,104569,COMPLETED,browser,No,0,
BCT,BCT2505055DAF2C,user_00262,5/5/2025 0:00,portharcourt-electric,2000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250505D9DED3,user_04363,5/5/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250505-196266B8,user_01794,5/5/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-1D546E75,user_00524,5/5/2025 0:00,eko-electric,10000,COMPLETED,browser,No,0,
BCT,BCT250505B42FAB,user_03460,5/5/2025 0:00,eko-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250505-D404F5EF,user_03009,5/5/2025 0:00,benin-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250505-7AB49D46,user_03043,5/5/2025 0:00,abuja-electric,1001,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-3380B211,user_04021,5/5/2025 0:00,abuja-electric,1250,SUCCESS,mobile_app,No,0,
EPA,EPA2025050500000055D5,user_01707,5/5/2025 0:00,eko-electric,1500,SUCCESS,browser,No,0,
EPA,EPA202505050000001B0E,user_00218,5/5/2025 0:00,eko-electric,2500,SUCCESSFUL,browser,No,0,
EPA,EPA20250505000000AE9A,user_00122,5/5/2025 0:00,benin-electric,1617,SUCCESSFUL,browser,No,0,
BCT,BCT250505BC4F40,user_02898,5/5/2025 0:00,benin-electric,5000,COMPLETED,browser,No,0,
PPA,PPA-20250505-9FBAAB8A,user_02046,5/5/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
EPA,EPA2025050500000079DE,user_00807,5/5/2025 0:00,ikeja-electric,80000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2505058365D8,user_03368,5/5/2025 0:00,eko-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250505-9FE8C278,user_03682,5/5/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-E903B495,user_04288,5/5/2025 0:00,ikeja-electric,10000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT25050555A312,user_03773,5/5/2025 0:00,abuja-electric,1500,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250505EA608F,user_02162,5/5/2025 0:00,abuja-electric,74000,COMPLETED,browser,No,0,
BCT,BCT25050501EC44,user_01686,5/5/2025 0:00,abuja-electric,1750,SUCCESSFUL,browser,No,0,
BCT,BCT2505051EBD6E,user_01285,5/5/2025 0:00,abuja-electric,1750,SUCCESS,browser,No,0,
BCT,BCT250505AED451,user_00464,5/5/2025 0:00,benin-electric,10000,COMPLETED,browser,No,0,
BCT,BCT25050536F922,user_03038,5/5/2025 0:00,portharcourt-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250505-EEAD6599,user_01027,5/5/2025 0:00,benin-electric,2000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250505-3F6116C4,user_02930,5/5/2025 0:00,ikeja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250505490363,user_00990,5/5/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
EPA,EPA20250505000000563C,user_00179,5/5/2025 0:00,ibadan-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250505E957A1,user_03159,5/5/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250505F1F2AF,user_00244,5/5/2025 0:00,jos-electric,3000,SUCCESSFUL,browser,No,0,
EPA,EPA202505050000001BF4,user_02604,5/5/2025 0:00,portharcourt-electric,1500,FAILED,mobile_app,No,0,
PPA,PPA-20250505-0ECA4EF2,user_03631,5/5/2025 0:00,abuja-electric,2500,SUCCESS,browser,No,0,
EPA,EPA20250505000000B274,user_01241,5/5/2025 0:00,abuja-electric,1250,COMPLETED,browser,No,0,
EPA,EPA2025050500000012C8,user_03959,5/5/2025 0:00,portharcourt-electric,3000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250505-AE423C97,user_01471,5/5/2025 0:00,ikeja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-4F486577,user_03064,5/5/2025 0:00,jos-electric,25000,SUCCESSFUL,browser,No,0,
BCT,BCT2505053B370C,user_02326,5/5/2025 0:00,enugu-electric,3000,SUCCESS,browser,No,0,
EPA,EPA20250505000000B594,user_02521,5/5/2025 0:00,ikeja-electric,10000,SUCCESS,mobile_app,No,0,
BCT,BCT250505E6895B,user_03641,5/5/2025 0:00,benin-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250505-F67D4B4A,user_03237,5/5/2025 0:00,portharcourt-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250505-896411BC,user_00131,5/5/2025 0:00,ikeja-electric,10000,COMPLETED,browser,No,0,
BCT,BCT250505123E0A,user_02800,5/5/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
EPA,EPA202505050000001A4A,user_04296,5/5/2025 0:00,abuja-electric,80000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-9481E1AC,user_03846,5/5/2025 0:00,eko-electric,15000,SUCCESSFUL,browser,No,0,
BCT,BCT250505A32B39,user_03431,5/5/2025 0:00,abuja-electric,3000,SUCCESS,browser,No,0,
BCT,BCT250505856907,user_04387,5/5/2025 0:00,abuja-electric,1750,COMPLETED,browser,No,0,
UHS,UHS-A507A27C-05052025,user_01060,5/5/2025 0:20,abuja-electric,5000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250505-63AA42A9,user_01035,5/5/2025 0:31,ikeja-electric,1917,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-220E7A1F,user_02170,5/5/2025 5:11,benin-electric,2345,COMPLETED,browser,No,0,
UHS,UHS-CEBCF213-05052025,user_03619,5/5/2025 5:51,portharcourt-electric,2000,REJECTED,browser,No,0,
EPA,EPA202505050619297DC7,user_03456,5/5/2025 6:19,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250505-1D53CBB2,user_00566,5/5/2025 8:18,benin-electric,10000,SUCCESS,browser,No,0,
UHS,UHS-1AE9768E-05052025,user_02582,5/5/2025 8:29,eko-electric,15000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250505083914D5CC,user_03913,5/5/2025 8:39,benin-electric,1000,SUCCESS,browser,No,0,
EPA,EPA202505050846414C2D,user_03380,5/5/2025 8:46,abuja-electric,1000,DECLINED,browser,No,0,
EPA,EPA202505050847191491_r1,user_03380,5/5/2025 8:47,abuja-electric,1000,COMPLETED,browser,Yes,1,EPA202505050846414C2D
PPA,PPA-20250505-AE4A0272,user_03996,5/5/2025 9:32,ibadan-electric,5000,SUCCESS,browser,No,0,
EPA,EPA202505050959182E8C,user_01511,5/5/2025 9:59,portharcourt-electric,3000,COMPLETED,browser,No,0,
UHS,UHS-1A4B3016-05052025,user_01861,5/5/2025 11:56,abuja-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250505-B172CB1C,user_04073,5/5/2025 12:42,portharcourt-electric,80000,COMPLETED,browser,No,0,
BCT,BCT2505059DA51C,user_00728,5/5/2025 13:06,enugu-electric,1250,SUCCESS,api,No,0,
BCT,BCT250505B7625C,user_02796,5/5/2025 13:11,enugu-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT25050537E929,user_01623,5/5/2025 13:27,enugu-electric,5000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250505-927A564D,user_01886,5/5/2025 13:31,portharcourt-electric,75000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-0ED779D7,user_01840,5/5/2025 14:25,eko-electric,94000,COMPLETED,browser,No,0,
UHS,UHS-A41D87DC-05052025,user_04178,5/5/2025 14:40,abuja-electric,55000,SUCCESS,browser,No,0,
PPA,PPA-20250505-02965CBB,user_02731,5/5/2025 15:01,abuja-electric,10000,SUCCESSFUL,browser,No,0,
EPA,EPA20250505150826C184,user_02837,5/5/2025 15:08,ikeja-electric,1500,COMPLETED,api,No,0,
BCT,BCT250505EDCF7A,user_00194,5/5/2025 15:26,portharcourt-electric,2000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-B116CBF8-05052025-RETRY1,user_01599,5/5/2025 15:42,jos-electric,10000,COMPLETED,browser,Yes,1,UHS-14417FC8-04052025
PPA,PPA-20250505-EDF60DE2,user_04358,5/5/2025 15:56,abuja-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250505-C38B288B,user_00908,5/5/2025 16:30,benin-electric,1000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250505163241CB38,user_02472,5/5/2025 16:32,abuja-electric,3000,COMPLETED,browser,No,0,
BCT,BCT250505937C01,user_01401,5/5/2025 17:57,ibadan-electric,40000,SUCCESS,browser,No,0,
BCT,BCT250505E0AACE,user_01475,5/5/2025 18:31,ikeja-electric,1958,SUCCESS,browser,No,0,
PPA,PPA-20250505-37B7D9F0,user_03223,5/5/2025 19:21,jos-electric,2000,SUCCESS,mobile_app,No,0,
BCT,BCT250505CB332D,user_03549,5/5/2025 19:21,ikeja-electric,5000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250505-C0579C3C,user_00384,5/5/2025 19:58,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
EPA,EPA20250505201008E69D,user_03743,5/5/2025 20:10,abuja-electric,5000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250505-9D7431F0,user_00121,5/5/2025 20:38,abuja-electric,2000,SUCCESS,mobile_app,No,0,
BCT,BCT2505052E48CA,user_01274,5/5/2025 20:52,abuja-electric,3436,COMPLETED,browser,No,0,
EPA,EPA20250505221735F0F7,user_01393,5/5/2025 22:17,eko-electric,2000,SUCCESSFUL,api,No,0,
BCT,BCT250506E58800,user_03165,5/6/2025 0:00,eko-electric,15000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250506-D2CFBECA,user_03674,5/6/2025 0:00,portharcourt-electric,2000,SUCCESS,api,No,0,
PPA,PPA-20250506-4A0D8055,user_03086,5/6/2025 0:00,abuja-electric,5000,SUCCESS,browser,No,0,
BCT,BCT250506F8DB86,user_00132,5/6/2025 0:00,kaduna-electric,1000,REJECTED,mobile_app,No,0,
PPA,PPA-20250506-5DB13579,user_01851,5/6/2025 0:00,abuja-electric,2000,COMPLETED,browser,No,0,
BCT,BCT250506B4AB4E,user_03431,5/6/2025 0:00,abuja-electric,3750,SUCCESSFUL,browser,No,0,
EPA,EPA202505060000006166,user_04139,5/6/2025 0:00,ikeja-electric,5000,COMPLETED,browser,No,0,
BCT,BCT250506221652,user_04425,5/6/2025 0:00,abuja-electric,36000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250506-B5F709E8,user_02507,5/6/2025 0:00,abuja-electric,30000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-E3ABC7DB,user_01980,5/6/2025 0:00,portharcourt-electric,23000,SUCCESSFUL,browser,No,0,
EPA,EPA20250506000000F266,user_03299,5/6/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250506000000B80F,user_00955,5/6/2025 0:00,enugu-electric,80000,SUCCESS,browser,No,0,
EPA,EPA202505060000000FA4,user_03834,5/6/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-6935CF40,user_01821,5/6/2025 0:00,ikeja-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT25050683EF29,user_00588,5/6/2025 0:00,abuja-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT250506A08A0B,user_02393,5/6/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
BCT,BCT250506D56F76,user_01842,5/6/2025 0:00,enugu-electric,10000,SUCCESSFUL,browser,No,0,
EPA,EPA20250506000000F73C,user_04474,5/6/2025 0:00,abuja-electric,26000,COMPLETED,browser,No,0,
PPA,PPA-20250506-C5D285B0,user_00999,5/6/2025 0:00,enugu-electric,1500,SUCCESS,browser,No,0,
BCT,BCT250506F92FED,user_00939,5/6/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250506BC56D5,user_02689,5/6/2025 0:00,abuja-electric,300000,SUCCESSFUL,browser,No,0,
BCT,BCT25050689211C,user_03637,5/6/2025 0:00,ikeja-electric,20000,SUCCESS,mobile_app,No,0,
EPA,EPA202505060000009B16,user_01875,5/6/2025 0:00,enugu-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2505068AAEB4,user_00519,5/6/2025 0:00,jos-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250506-9DF5CBB8,user_04244,5/6/2025 0:00,benin-electric,25000,SUCCESSFUL,browser,No,0,
BCT,BCT25050623ACD3,user_02952,5/6/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-BE33A9E4,user_02980,5/6/2025 0:00,eko-electric,40000,SUCCESS,browser,No,0,
PPA,PPA-20250506-D07ACE52,user_04195,5/6/2025 0:00,ikeja-electric,3750,SUCCESS,api,No,0,
PPA,PPA-20250506-55A291AF,user_03338,5/6/2025 0:00,abuja-electric,7500,SUCCESSFUL,browser,No,0,
EPA,EPA20250506000000FE23,user_04296,5/6/2025 0:00,abuja-electric,79000,SUCCESSFUL,browser,No,0,
UHS,UHS-F560276D-06052025,user_04321,5/6/2025 0:00,abuja-electric,2419,SUCCESS,browser,No,0,
UHS,UHS-63B4089E-06052025,user_00217,5/6/2025 0:00,abuja-electric,2500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-5824DEAC,user_02208,5/6/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250506-F79C262D,user_00608,5/6/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250506-6D106AA1,user_02790,5/6/2025 0:00,portharcourt-electric,1750,SUCCESS,browser,No,0,
EPA,EPA20250506000000F3D6,user_03068,5/6/2025 0:00,abuja-electric,15000,SUCCESSFUL,browser,No,0,
BCT,BCT250506428D40,user_02898,5/6/2025 0:00,benin-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT250506458790,user_02551,5/6/2025 0:00,abuja-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT250506CC0D74,user_01519,5/6/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2505069B2DAC,user_02858,5/6/2025 0:00,eko-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT250506D9F47C,user_04026,5/6/2025 0:00,abuja-electric,1000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250506000000533E,user_01509,5/6/2025 0:00,eko-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250506FDA8A1,user_01279,5/6/2025 0:00,ikeja-electric,200000,SUCCESS,browser,No,0,
PPA,PPA-20250506-8364A4B1,user_02403,5/6/2025 0:00,enugu-electric,1250,COMPLETED,browser,No,0,
BCT,BCT250506A5F3D5,user_00808,5/6/2025 0:00,eko-electric,1500,COMPLETED,api,No,0,
PPA,PPA-20250506-E5212619,user_02579,5/6/2025 0:00,abuja-electric,3000,COMPLETED,browser,No,0,
BCT,BCT25050620A392,user_02620,5/6/2025 0:00,abuja-electric,90000,SUCCESS,browser,No,0,
BCT,BCT25050670E674,user_03143,5/6/2025 0:00,ikeja-electric,80000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250506FE5935,user_01775,5/6/2025 0:00,eko-electric,1500,SUCCESS,browser,No,0,
UHS,UHS-948BFFB8-06052025,user_02107,5/6/2025 0:00,ibadan-electric,1000,SUCCESSFUL,browser,No,0,
UHS,UHS-48D010B7-06052025,user_00950,5/6/2025 0:00,abuja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-A8A9D92B,user_01211,5/6/2025 0:00,eko-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-E2B18D50,user_03803,5/6/2025 0:00,enugu-electric,15000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250506-17E80B9D,user_00734,5/6/2025 0:00,enugu-electric,2000,SUCCESS,browser,No,0,
BCT,BCT250506048530,user_03746,5/6/2025 0:00,enugu-electric,80000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250506-43E13763,user_02907,5/6/2025 0:00,abuja-electric,2500,COMPLETED,browser,No,0,
PPA,PPA-20250506-C2B12C04,user_00499,5/6/2025 0:00,eko-electric,1000,SUCCESS,browser,No,0,
EPA,EPA20250506000000D8DB,user_01386,5/6/2025 0:00,abuja-electric,1500,SUCCESSFUL,browser,No,0,
EPA,EPA20250506000000DC3F,user_03789,5/6/2025 0:00,abuja-electric,32000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-AF82E90D,user_03897,5/6/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250506-5AEC115A,user_03052,5/6/2025 0:00,eko-electric,1000,SUCCESSFUL,browser,No,0,
EPA,EPA202505060000009089,user_02190,5/6/2025 0:00,ikeja-electric,59000,SUCCESS,browser,No,0,
EPA,EPA202505060000000A7B,user_04416,5/6/2025 0:00,jos-electric,3750,COMPLETED,browser,No,0,
PPA,PPA-20250506-702D3931,user_03454,5/6/2025 0:00,ikeja-electric,63000,SUCCESSFUL,browser,No,0,
BCT,BCT25050614FD67,user_01538,5/6/2025 0:00,eko-electric,1699,SUCCESSFUL,browser,No,0,
BCT,BCT250506301988,user_02498,5/6/2025 0:00,eko-electric,25000,SUCCESS,browser,No,0,
BCT,BCT250506590A6E,user_01506,5/6/2025 0:00,ikeja-electric,150000,SUCCESS,browser,No,0,
PPA,PPA-20250506-703F5F30,user_01794,5/6/2025 0:00,portharcourt-electric,2875,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-CC277016,user_03876,5/6/2025 0:00,benin-electric,42000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250506-5F711A43,user_02869,5/6/2025 0:00,jos-electric,1000,COMPLETED,api,No,0,
EPA,EPA20250506000000C29F,user_00281,5/6/2025 0:00,abuja-electric,10000,SUCCESS,mobile_app,No,0,
BCT,BCT250506364537,user_01193,5/6/2025 0:00,abuja-electric,1523,SUCCESS,browser,No,0,
BCT,BCT25050631CAD3,user_00194,5/6/2025 0:00,portharcourt-electric,2500,SUCCESS,mobile_app,No,0,
EPA,EPA20250506000000C9C1,user_00564,5/6/2025 0:00,ikeja-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250506-A372DD1B,user_01866,5/6/2025 0:00,eko-electric,2000,SUCCESS,mobile_app,No,0,
BCT,BCT2505064C7088,user_00803,5/6/2025 0:00,portharcourt-electric,3750,COMPLETED,browser,No,0,
PPA,PPA-20250506-3EB2CC35,user_00235,5/6/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250506E47171,user_01534,5/6/2025 0:00,abuja-electric,2000,DECLINED,browser,No,0,
PPA,PPA-20250506-1AE62307,user_02268,5/6/2025 0:00,abuja-electric,10000,SUCCESS,browser,No,0,
PPA,PPA-20250506-8C70C272,user_02673,5/6/2025 0:00,ikeja-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250506-6807B356,user_00389,5/6/2025 0:00,abuja-electric,90000,COMPLETED,browser,No,0,
PPA,PPA-20250506-F33C352C,user_04450,5/6/2025 0:00,eko-electric,5000,SUCCESS,browser,No,0,
PPA,PPA-20250506-F3BEB8DE,user_01248,5/6/2025 0:00,portharcourt-electric,64000,SUCCESS,mobile_app,No,0,
BCT,BCT250506821542,user_04071,5/6/2025 0:00,ibadan-electric,1000,COMPLETED,browser,No,0,
BCT,BCT2505067CCB6E,user_04266,5/6/2025 0:00,enugu-electric,2500,SUCCESSFUL,browser,No,0,
BCT,BCT250506CAD032,user_03549,5/6/2025 0:00,ikeja-electric,5000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250506-B4771E0B,user_02513,5/6/2025 0:00,abuja-electric,7500,SUCCESS,browser,No,0,
PPA,PPA-20250506-FA912960,user_01164,5/6/2025 0:00,abuja-electric,50000,FAILED,mobile_app,No,0,
PPA,PPA-20250506-CDA6AAF5,user_03335,5/6/2025 0:00,eko-electric,250000,SUCCESS,browser,No,0,
PPA,PPA-20250506-2CCAEBF8,user_03556,5/6/2025 0:00,enugu-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT250506CE9D58,user_02003,5/6/2025 0:00,aba-electric,1500,COMPLETED,mobile_app,No,0,
UHS,UHS-6988D696-06052025,user_03329,5/6/2025 0:00,ibadan-electric,200000,SUCCESS,browser,No,0,
BCT,BCT250506111D3F,user_03422,5/6/2025 0:00,enugu-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250506-F2B075AD,user_02831,5/6/2025 0:00,jos-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250506156CEE,user_02773,5/6/2025 0:00,benin-electric,1250,REJECTED,mobile_app,No,0,
BCT,BCT2505069AD0F5,user_03036,5/6/2025 0:00,abuja-electric,9450,SUCCESSFUL,browser,No,0,
EPA,EPA202505060000001673,user_00723,5/6/2025 0:00,enugu-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2505065101B9,user_01323,5/6/2025 0:00,ikeja-electric,150000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250506-94BA3F9B,user_00861,5/6/2025 0:00,portharcourt-electric,250000,COMPLETED,browser,No,0,
BCT,BCT250506A3E2A9,user_01441,5/6/2025 0:00,eko-electric,2500,COMPLETED,mobile_app,No,0,
PPA,PPA-20250506-7ED17D97,user_03079,5/6/2025 0:00,eko-electric,64000,COMPLETED,browser,No,0,
PPA,PPA-20250506-4C637528,user_02579,5/6/2025 0:00,abuja-electric,2000,COMPLETED,browser,No,0,
BCT,BCT250506E731E3,user_03684,5/6/2025 0:00,aba-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250506-4BBC35C1,user_04341,5/6/2025 0:00,portharcourt-electric,3000,SUCCESS,api,No,0,
EPA,EPA202505060000000E13,user_00057,5/6/2025 0:00,benin-electric,1000,DECLINED,browser,No,0,
EPA,EPA20250506000000C8EF,user_02254,5/6/2025 0:00,eko-electric,30000,SUCCESS,browser,No,0,
PPA,PPA-20250506-77BB84CC,user_03841,5/6/2025 0:00,ikeja-electric,1875,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-9937102C,user_04244,5/6/2025 0:00,benin-electric,75000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250506-B4C6770A,user_03470,5/6/2025 0:00,portharcourt-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250506F26EC8,user_01311,5/6/2025 0:00,abuja-electric,30000,REVERSED,mobile_app,No,0,
BCT,BCT25050650C96C,user_01968,5/6/2025 0:00,eko-electric,5000,FAILED,mobile_app,No,0,
EPA,EPA20250506000000821C,user_04460,5/6/2025 0:00,portharcourt-electric,88000,COMPLETED,browser,No,0,
BCT,BCT25050619A2F6,user_04070,5/6/2025 0:00,benin-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250506-E020F958,user_02988,5/6/2025 0:00,ikeja-electric,75000,SUCCESS,browser,No,0,
PPA,PPA-20250506-59D61F80,user_00824,5/6/2025 0:00,abuja-electric,25000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250506AE0774,user_02800,5/6/2025 0:00,portharcourt-electric,3000,SUCCESS,browser,No,0,
BCT,BCT25050677B129,user_00743,5/6/2025 0:00,abuja-electric,116677,SUCCESS,browser,No,0,
PPA,PPA-20250506-EE432147,user_03535,5/6/2025 0:00,eko-electric,90000,COMPLETED,browser,No,0,
BCT,BCT2505061AD3A7,user_00571,5/6/2025 0:00,portharcourt-electric,7500,SUCCESS,browser,No,0,
BCT,BCT250506103100,user_02974,5/6/2025 0:00,portharcourt-electric,2000,COMPLETED,mobile_app,No,0,
